https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,n処理終了,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,業種,申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,開業年月日,許可年月日,申請区分,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イマージュ,石川県,野々市市扇が丘3-18イマジンビル１F,野々市市扇が丘３－１８,イマジンビル１F,076-287-5387,飲食店営業,有限会社プロスパ企画,中岸早由美,野々市市扇が丘3-18,野々市市扇が丘３－１８,,076-214-6959,2022.2.18,2022.2.18,新規,第63210442号,,218,イマージュ,076,076-287-5387,,,,石川県　野々市市扇が丘３－１８,石川県野々市市扇が丘３－１８,イマジンビル１F,96640,17,17212,扇が丘,,2022/02/18,2022/02/18,,,有限会社プロスパ企画,中岸早由美,076-214-6959,野々市市扇が丘３－１８,石川県野々市市扇が丘３－１８,,96640,石川県,野々市市,扇が丘,第63210442号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,イマジュ076-287-53879664017212,80396518-9bf7-4c4f-8e72-7bcd238af234,有限会社プロスパ企画96640,8a29fc69-f5f5-4fc4-b0ee-7b788e6b75d6,b674efa9-cdc8-4a0f-9e99-ca4408d72160,2022/02/18,イマージュ,イマジュ,有限会社プロスパ企画
セブンイレブン白山平松町店,石川県,白山市平松町109-1,白山市平松町１０９－１,,076-274-5101,飲食店営業,大屋智己,,,,,,2022.3.2,2022.3.2,新規,第63210443号,,218,セブンイレブン白山平松町店,076,076-274-5101,,,,石川県　白山市平松町１０９－１,石川県白山市平松町１０９－１,,96408,17,17210,平松町,,2022/03/02,2022/03/02,,,,大屋智己 ,,,,,,,,,第63210443号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,セブンイレブン白山平松町店076-274-51019640817210,65e97e41-a307-4e2d-b89b-049fb4d02bbf,,personal,9116becd-1ed5-4b93-bb6c-c263aa3b131b,2022/03/02,セブンイレブン白山平松町店,セブンイレブン白山平松町店,
薪焼肉有タン,石川県,白山市橋爪町365-7,白山市橋爪町３６５－７,,076-259-1686,食肉販売業,Speranza株式会社,有出直樹,金沢市三池栄町20,金沢市三池栄町２０,,076-205-8327,2022.2.21,2022.2.21,新規,第63210444号,,218,薪焼肉有タン,076,076-259-1686,,,,石川県　白山市橋爪町３６５－７,石川県白山市橋爪町３６５－７,,96384,17,17210,橋爪町,,2022/02/21,2022/02/21,,,Speranza株式会社,有出直樹,076-205-8327,金沢市三池栄町２０,石川県金沢市三池栄町２０,,94941,石川県,金沢市,三池栄町,第63210444号,新規,食肉販売業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,I,58,583,,薪焼肉有タン076-259-16869638417210,31ee800b-a4c6-486d-b5c0-9a4e15304deb,Ｓｐｅｒａｎｚａ株式会社94941,6673cbcd-6a55-4049-a944-7011954369cb,9b77c113-8a41-45f7-b053-d79758816086,2022/02/21,薪焼肉有タン,薪焼肉有タン,Ｓｐｅｒａｎｚａ株式会社
MILK FIRM,石川県,白山市徳光町2398-1とくみつタント内,白山市徳光町２３９８－１,とくみつタント内,,飲食店営業,牧緩,,,,,,2022.2.21,2022.2.21,新規,第63210445号,,218,MILK FIRM,076,,,,,石川県　白山市徳光町２３９８－１,石川県白山市徳光町２３９８－１,とくみつタント内,96357,17,17210,徳光町,,2022/02/21,2022/02/21,,,,牧緩 ,,,,,,,,,第63210445号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,ＭＩＬＫＦＩＲＭ9635717210,cb1e3e04-96d4-4efc-bfac-5a37a4677813,,personal,6fb2a392-6953-4cc0-af2c-9fc0c28f6992,2022/02/21,ＭＩＬＫ　ＦＩＲＭ,ＭＩＬＫＦＩＲＭ,
MILK FIRM,石川県,白山市徳光町2398-1とくみつタント内,白山市徳光町２３９８－１,とくみつタント内,,菓子製造業,牧緩,,,,,,2022.2.21,2022.2.21,新規,第63210446号,,218,MILK FIRM,076,,,,,石川県　白山市徳光町２３９８－１,石川県白山市徳光町２３９８－１,とくみつタント内,96357,17,17210,徳光町,,2022/02/21,2022/02/21,,,,牧緩 ,,,,,,,,,第63210446号,新規,菓子製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,ＭＩＬＫＦＩＲＭ9635717210,cb1e3e04-96d4-4efc-bfac-5a37a4677813,,personal,54497471-7fd5-44b1-8166-f1463907176d,2022/02/21,ＭＩＬＫ　ＦＩＲＭ,ＭＩＬＫＦＩＲＭ,
石川製作所社員食堂,石川県,白山市福留町200番地,白山市福留町２００番地,,,飲食店営業,株式会社苗代給食,苗代忠,金沢市金市町ハ１３番地７,金沢市金市町ハ１３番地７,,076-257-5512,2022.3.10,2022.3.10,新規,第63210447号,,218,石川製作所社員食堂,076,,,,,石川県　白山市福留町２００番地,石川県白山市福留町２００番地,,96414,17,17210,福留町,,2022/03/10,2022/03/10,,,株式会社苗代給食,苗代忠,076-257-5512,金沢市金市町ハ１３番地７,石川県金沢市金市町ハ１３番地７,,94211,石川県,金沢市,金市町,第63210447号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,石川製作所社員食堂9641417210,b2b817a4-0154-4f4f-a2b2-0ede1d1508cf,株式会社苗代給食94211,f954d742-cb71-4fa6-bbf7-7dd66d256890,2a95e858-989c-4552-a409-1268639bdecb,2022/03/10,石川製作所社員食堂,石川製作所社員食堂,株式会社苗代給食
Cafe＆Dining Botan,石川県,野々市市堀内2丁目225番地,野々市市堀内２丁目２２５番地,,,飲食店営業,寺山奈津子,,,,,,2022.2.22,2022.2.22,新規,第63210448号,,218,Cafe＆Dining Botan,076,,,,,石川県　野々市市堀内２丁目２２５番地,石川県野々市市堀内２丁目２２５番地,,96709,17,17212,堀内２,,2022/02/22,2022/02/22,,,,寺山奈津子 ,,,,,,,,,第63210448号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,ＣａｆｅＤｉｎｉｎｇＢｏｔａｎ9670917212,d7af0115-3ad1-4367-93ca-280fd0a4c205,,personal,fdaf5a12-6f98-4319-abee-78d7b71d2ecb,2022/02/22,Ｃａｆｅ＆Ｄｉｎｉｎｇ　Ｂｏｔａｎ,ＣａｆｅＤｉｎｉｎｇＢｏｔａｎ,
喜色食堂,石川県,白山市宮丸町2183　道の駅めぐみ白山内,白山市宮丸町２１８３,道の駅めぐみ白山内,,飲食店営業,榊原隆継,,,,,,2022.2.25,2022.2.25,新規,第63210450号,,218,喜色食堂,076,,,,,石川県　白山市宮丸町２１８３,石川県白山市宮丸町２１８３,道の駅めぐみ白山内,96467,17,17210,宮丸町,,2022/02/25,2022/02/25,,,,榊原隆継 ,,,,,,,,,第63210450号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,喜色食堂9646717210,134d4895-62d6-4c62-a867-69b8ff5a42eb,,personal,298a6c80-abe4-44e4-8229-08b7a29c4645,2022/02/25,喜色食堂,喜色食堂,
ハッピー企画,石川県,野々市市本町1-48-4,野々市市本町１－４８－４,,,菓子製造業,松平志津乃,,,,,,2022.2.25,2022.2.25,新規,第63210451号,,218,ハッピー企画,076,,,,,石川県　野々市市本町１－４８－４,石川県野々市市本町１－４８－４,,96713,17,17212,本町１,,2022/02/25,2022/02/25,,,,松平志津乃 ,,,,,,,,,第63210451号,新規,菓子製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,ハッピ企画9671317212,7a0ddb9b-8f40-49be-9f12-81c148bc11db,,personal,dd8d9060-7c89-4d34-a88e-5e344a08cdae,2022/02/25,ハッピー企画,ハッピ企画,
京子ちゃん,石川県,白山市幸明町183-1,白山市幸明町１８３－１,,,漬物製造業,小倉　京子,,,,,,2022.2.28,2022.2.28,新規,第63210452号,,218,京子ちゃん,076,,,,,石川県　白山市幸明町１８３－１,石川県白山市幸明町１８３－１,,96272,17,17210,幸明町,,2022/02/28,2022/02/28,,,,小倉　京子 ,,,,,,,,,第63210452号,新規,漬物製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,京子ちゃん9627217210,70be9162-d04b-42b3-a5c8-4ecc5a1b0484,,personal,3b46a396-ba16-4995-be8c-b63d4578d85a,2022/02/28,京子ちゃん,京子ちゃん,
ミートヨーイチ,石川県,河北郡内灘町アカシア１－１４４－２,河北郡内灘町アカシア１－１４４－２,,076-238-9831,食肉販売業,木本良時,,,,,,2022.3.1,2022.3.1,新規,第63215128号,,218,ミートヨーイチ,076,076-238-9831,,,,石川県　河北郡内灘町アカシア１－１４４－２,石川県河北郡内灘町アカシア１－１４４－２,,96737,17,17365,アカシア１,,2022/03/01,2022/03/01,,,,木本良時 ,,,,,,,,,第63215128号,新規,食肉販売業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,I,58,583,,ミトヨイチ076-238-98319673717365,6f6a7abf-b01d-46bc-b14f-4a3b21e3415b,,personal,0f962d3c-ac7c-4b5c-a571-670c4d0d78d0,2022/03/01,ミートヨーイチ,ミトヨイチ,
ホテル　シャンティ,石川県,河北郡内灘町西荒屋ホ６－１,河北郡内灘町西荒屋ホ６－１,,076-286-3110,飲食店営業,（有）ホテル観月,山田誠彦,河北郡内灘町西荒屋ホ６－１,河北郡内灘町西荒屋ホ６－１,,076-275-0833,2022.3.1,2022.3.1,新規,第63215129号,,218,ホテル　シャンティ,076,076-286-3110,,,,石川県　河北郡内灘町西荒屋ホ６－１,石川県河北郡内灘町西荒屋ホ６－１,,96754,17,17365,西荒屋,,2022/03/01,2022/03/01,,,（有）ホテル観月,山田誠彦,076-275-0833,河北郡内灘町西荒屋ホ６－１,石川県河北郡内灘町西荒屋ホ６－１,,96754,石川県,河北郡内灘町,西荒屋,第63215129号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,ホテルシャンティ076-286-31109675417365,39d8a3f1-e3ee-45b1-96eb-76278240ed58,有限会社ホテル観月96754,ef949d6d-feb5-44c1-8cee-a6a12644eaf6,43c0e7c7-f975-493a-926e-7e27f1c53047,2022/03/01,ホテル　シャンティ,ホテルシャンティ,有限会社ホテル観月
ミニボートピア津幡,石川県,河北郡津幡町舟橋ウ１７－１,河北郡津幡町舟橋ウ１７－１,,076-256-1181,飲食店営業,株式会社　グッドワン,古澤英彦,千代田区霞が関三丁目２番５号,千代田区霞が関３丁目２番５号,,03-3539-1882,2022.3.1,2022.3.1,新規,第63215130号,,218,ミニボートピア津幡,076,076-256-1181,,,,石川県　河北郡津幡町舟橋ウ１７－１,石川県河北郡津幡町舟橋ウ１７－１,,701400,17,17361,舟橋,,2022/03/01,2022/03/01,,,株式会社　グッドワン,古澤英彦,03-3539-1882,千代田区霞が関３丁目２番５号,東京都千代田区霞が関３丁目２番５号,,72844,東京都,千代田区,霞が関３,第63215130号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,ミニボトピア津幡076-256-118170140017361,a9821d45-b784-4851-9e19-a683cdc55332,株式会社グッドワン72844,21d0821a-f1bd-4092-855d-a72fb7b9d55a,66c522eb-27e7-4631-bbbc-4cef4b8d8403,2022/03/01,ミニボートピア津幡,ミニボトピア津幡,株式会社グッドワン
マロニエ,石川県,河北郡津幡町加賀爪ヌ３－５　１階,河北郡津幡町加賀爪ヌ３－５,１階,076-289-3321,飲食店営業,北与八朗,,,,,,2022.3.1,2022.3.1,新規,第63215131号,,218,マロニエ,076,076-289-3321,,,,石川県　河北郡津幡町加賀爪ヌ３－５,石川県河北郡津幡町加賀爪ヌ３－５,１階,701393,17,17361,加賀爪,,2022/03/01,2022/03/01,,,,北与八朗 ,,,,,,,,,第63215131号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,マロニエ076-289-332170139317361,b77d1419-0996-4270-a6e6-2741bd78981f,,personal,99c8cd60-9a72-4036-8e69-5bda2be11464,2022/03/01,マロニエ,マロニエ,
マロニエ,石川県,河北郡津幡町加賀爪ヌ３－５　１階,河北郡津幡町加賀爪ヌ３－５,１階,076-289-3321,菓子製造業,北与八朗,,,,,,2022.3.1,2022.3.1,新規,第63215132号,,218,マロニエ,076,076-289-3321,,,,石川県　河北郡津幡町加賀爪ヌ３－５,石川県河北郡津幡町加賀爪ヌ３－５,１階,701393,17,17361,加賀爪,,2022/03/01,2022/03/01,,,,北与八朗 ,,,,,,,,,第63215132号,新規,菓子製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,マロニエ076-289-332170139317361,b77d1419-0996-4270-a6e6-2741bd78981f,,personal,f71bb81d-058b-48bc-8c7e-eff1e8e21611,2022/03/01,マロニエ,マロニエ,
セブン-イレブン津幡太田店,石川県,河北郡津幡町太田ち３１－１,河北郡津幡町太田ち３１－１,,076-288-2670,飲食店営業,宮本愛美,,,,,,2022.3.1,2022.3.1,新規,第63215133号,,218,セブン-イレブン津幡太田店,076,076-288-2670,,,,石川県　河北郡津幡町太田ち３１－１,石川県河北郡津幡町太田ち３１－１,,701392,17,17361,太田,,2022/03/01,2022/03/01,,,,宮本愛美 ,,,,,,,,,第63215133号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,セブンイレブン津幡太田店076-288-267070139217361,69b71964-5ed2-41e1-8530-4de3327c4a79,,personal,446c4fd7-f297-4a35-b161-f0661515c905,2022/03/01,セブンイレブン津幡太田店,セブンイレブン津幡太田店,
ホテルＮＯＮ・ＮＯ,石川県,河北郡津幡町東荒屋２４・２５・２６,河北郡津幡町東荒屋２４・２５・２６,,076-288-1024,飲食店営業,田中産業　株式会社,濱本元宏,河北郡津幡町東荒屋２５,河北郡津幡町東荒屋２５,,076-288-1024,2022.3.1,2022.3.1,新規,第63215134号,,218,ホテルＮＯＮ・ＮＯ,076,076-288-1024,,,,石川県　河北郡津幡町東荒屋２４・２５・２６,石川県河北郡津幡町東荒屋２４・２５・２６,,701596,17,17361,東荒屋,,2022/03/01,2022/03/01,,,田中産業　株式会社,濱本元宏,076-288-1024,河北郡津幡町東荒屋２５,石川県河北郡津幡町東荒屋２５,,701596,石川県,河北郡津幡町,東荒屋,第63215134号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,ホテルＮＯＮＮＯ076-288-102470159617361,ae87efa9-167a-4c53-80fe-beb1f7abf5ed,田中産業　株式会社701596,88b91c43-03ba-46bb-b944-03aa2d20d24f,b7e0f722-0a4b-4f2f-99f5-900f171a2b78,2022/03/01,ホテルＮＯＮ・ＮＯ,ホテルＮＯＮＮＯ,田中産業　株式会社
アルカンシエル,石川県,河北郡津幡町中橋イ５７－２,河北郡津幡町中橋イ５７－２,,,菓子製造業,米村恭子,,,,,,2022.2.16,2022.2.16,新規,第63215135号,,218,アルカンシエル,076,,,,,石川県　河北郡津幡町中橋イ５７－２,石川県河北郡津幡町中橋イ５７－２,,701597,17,17361,中橋イ,,2022/02/16,2022/02/16,,,,米村恭子 ,,,,,,,,,第63215135号,新規,菓子製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,アルカンシエル70159717361,efb652aa-6373-4da9-8511-10edda168e0f,,personal,b67e4392-44ab-437d-afda-60d443f32450,2022/02/16,アルカンシエル,アルカンシエル,
味処　やっちゃん,石川県,羽咋市中央町フー１６８,羽咋市中央町フー１６８,,,飲食店営業,八十島　きぬ江,,,,,,2022.2.2,2022.2.2,新規,第64215113号,,219,味処　やっちゃん,0767,,,,,石川県　羽咋市中央町フー１６８,石川県羽咋市中央町フ－１６８,,96089,17,17207,中央町,,2022/02/02,2022/02/02,,,,八十島　きぬ江 ,,,,,,,,,第64215113号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,味処やっちゃん9608917207,406b9ca0-3479-4ecc-be6a-020d5ae7763c,,personal,cadd2cc4-dcda-427c-9f8b-e46774972ccd,2022/02/02,味処　やっちゃん,味処やっちゃん,
中村屋,石川県,羽咋市兵庫町申９－２,羽咋市兵庫町申９－２,,,そうざい製造業,中村　恵美,,,,,,2022.2.15,2022.2.15,新規,第64215114号,,219,中村屋,0767,,,,,石川県　羽咋市兵庫町申９－２,石川県羽咋市兵庫町申９－２,,96102,17,17207,兵庫町,,2022/02/15,2022/02/15,,,,中村　恵美 ,,,,,,,,,第64215114号,新規,そうざい製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,中村屋9610217207,fdde9d88-59b1-48d1-b4db-787048ee70ba,,personal,59ef9320-2dfa-4762-975a-f9c505fea230,2022/02/15,中村屋,中村屋,
THETA WAVE,石川県,羽咋市旭町ア14-5,羽咋市旭町ア１４－５,,,食用油脂製造業,株式会社　コロンビアゴールド,角田晋哉,金沢市彦三町一丁目2番1号　アソルティ金沢彦三,金沢市彦三町１丁目２番１号, アソルティ金沢彦三,,2022.2.16,2022.2.16,新規,第64215115号,,219,THETA WAVE,0767,,,,,石川県　羽咋市旭町ア１４－５,石川県羽咋市旭町ア１４－５,,96053,17,17207,旭町,,2022/02/16,2022/02/16,,,株式会社　コロンビアゴールド,角田晋哉,,金沢市彦三町１丁目２番１号,石川県金沢市彦三町１丁目２番１号, アソルティ金沢彦三,94591,石川県,金沢市,彦三町１,第64215115号,新規,食用油脂製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,ＴＨＥＴＡＷＡＶＥ9605317207,96a34366-0528-4aaa-9c83-9a9d1d345c9f,株式会社コロンビアゴールド94591,af9b5870-3d47-417a-935f-d8ab702c767f,67929c5c-c0e4-4b3e-a6c7-f58d119ce6ff,2022/02/16,ＴＨＥＴＡ　ＷＡＶＥ,ＴＨＥＴＡＷＡＶＥ,株式会社コロンビアゴールド
カラオケ喫茶　一休,石川県,羽咋郡宝達志水町敷浪ハ120-4,羽咋郡宝達志水町敷浪ハ１２０－４,,,飲食店営業,吉田　正子,,,,,,2022.2.17,2022.2.17,新規,第64215116号,,219,カラオケ喫茶　一休,0767,,,,,石川県　羽咋郡宝達志水町敷浪ハ１２０－４,石川県羽咋郡宝達志水町敷浪ハ１２０－４,,96911,17,17386,敷浪,,2022/02/17,2022/02/17,,,,吉田　正子 ,,,,,,,,,第64215116号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,カラオケ喫茶一休9691117386,78588746-cd69-40e7-888c-fd30d1369b79,,personal,07d7b76a-5ad1-47ce-8e54-6f2fdf625776,2022/02/17,カラオケ喫茶　一休,カラオケ喫茶一休,
Loo樹,石川県,羽咋市滝町ワ３７２,羽咋市滝町ワ３７２,,,飲食店営業,株式会社　Loo樹,山本俊之,羽咋市滝町ワ３７２,羽咋市滝町ワ３７２,,,2022.3.1,2022.3.1,新規,第64215117号,,219,Loo樹,0767,,,,,石川県　羽咋市滝町ワ３７２,石川県羽咋市滝町ワ３７２,,96087,17,17207,滝町,,2022/03/01,2022/03/01,,,株式会社　Loo樹,山本俊之,,羽咋市滝町ワ３７２,石川県羽咋市滝町ワ３７２,,96087,石川県,羽咋市,滝町,第64215117号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,Ｌｏｏ樹9608717207,31ed3775-8363-49fd-a3d2-60e0a34cfdf7,株式会社Ｌｏｏ樹96087,f9365e66-f539-406b-8d32-afa6b82eed2f,99421b99-5655-4ad0-a054-05dee050a291,2022/03/01,Ｌｏｏ樹,Ｌｏｏ樹,株式会社Ｌｏｏ樹
Loo樹,石川県,羽咋市滝町ワ３７２,羽咋市滝町ワ３７２,,,食肉販売業,株式会社　Loo樹,山本俊之,羽咋市滝町ワ３７２,羽咋市滝町ワ３７２,,,2022.3.1,2022.3.1,新規,第64215118号,,219,Loo樹,0767,,,,,石川県　羽咋市滝町ワ３７２,石川県羽咋市滝町ワ３７２,,96087,17,17207,滝町,,2022/03/01,2022/03/01,,,株式会社　Loo樹,山本俊之,,羽咋市滝町ワ３７２,石川県羽咋市滝町ワ３７２,,96087,石川県,羽咋市,滝町,第64215118号,新規,食肉販売業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,I,58,583,,Ｌｏｏ樹9608717207,31ed3775-8363-49fd-a3d2-60e0a34cfdf7,株式会社Ｌｏｏ樹96087,f9365e66-f539-406b-8d32-afa6b82eed2f,03f2f08a-0c1b-4c72-bed5-e8ee5e3efe19,2022/03/01,Ｌｏｏ樹,Ｌｏｏ樹,株式会社Ｌｏｏ樹
Loo樹,石川県,羽咋市滝町ワ３７２,羽咋市滝町ワ３７２,,,水産製品製造業,株式会社　Loo樹,山本俊之,羽咋市滝町ワ３７２,羽咋市滝町ワ３７２,,,2022.3.1,2022.3.1,新規,第64215119号,,219,Loo樹,0767,,,,,石川県　羽咋市滝町ワ３７２,石川県羽咋市滝町ワ３７２,,96087,17,17207,滝町,,2022/03/01,2022/03/01,,,株式会社　Loo樹,山本俊之,,羽咋市滝町ワ３７２,石川県羽咋市滝町ワ３７２,,96087,石川県,羽咋市,滝町,第64215119号,新規,水産製品製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,92,,Ｌｏｏ樹9608717207,31ed3775-8363-49fd-a3d2-60e0a34cfdf7,株式会社Ｌｏｏ樹96087,f9365e66-f539-406b-8d32-afa6b82eed2f,95e47a01-a7d0-42a2-8c7c-0e215f693e92,2022/03/01,Ｌｏｏ樹,Ｌｏｏ樹,株式会社Ｌｏｏ樹
有限会社　笠井水産,石川県,羽咋郡志賀町末吉鵜島３－１ ホームセンター　ロッキー志賀の郷　店内,羽咋郡志賀町末吉鵜島３－１,ホームセンター ロッキー志賀の郷 店内,,魚介類販売業,有限会社　笠井水産,笠井謙一,七尾市大田町１１１部１７の２,七尾市大田町１１１部１７ー２,,0767-53-2194,2022.3.1,2022.3.1,新規,第64215120号,,219,有限会社　笠井水産,0767,,,,,石川県　羽咋郡志賀町末吉鵜島３－１,石川県羽咋郡志賀町末吉鵜島３－１,ホームセンター ロッキー志賀の郷 店内,96846,17,17384,末吉,,2022/03/01,2022/03/01,,,有限会社　笠井水産,笠井謙一,0767-53-2194,七尾市大田町１１１部１７ー２,石川県七尾市大田町１１１部１７－２,,95000,石川県,七尾市,大田町,第64215120号,新規,魚介類販売業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,I,58,,,有限会社笠井水産9684617384,4c9f808b-5148-4ce6-9c8a-55e03732dcd5,有限会社笠井水産95000,38f5a4b6-336a-4794-ba92-b0fd49e02f3e,20b443fe-32f7-444e-a7e9-2eccad06ea5f,2022/03/01,有限会社笠井水産,有限会社笠井水産,有限会社笠井水産
あさお樹庵,石川県,羽咋市旭町エ1-1,羽咋市旭町エ１－１,,0767-22-0006,菓子製造業,麻生　直樹,,,,,,2022.3.1,2022.3.1,新規,第64215121号,,219,あさお樹庵,0767,0767-22-0006,,,,石川県　羽咋市旭町エ１－１,石川県羽咋市旭町エ１－１,,96053,17,17207,旭町,,2022/03/01,2022/03/01,,,,麻生　直樹 ,,,,,,,,,第64215121号,新規,菓子製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,あさお樹庵0767-22-00069605317207,1b78a8f9-e7b2-4f43-9b90-a56beec7af10,,personal,47db80cd-c3b2-4fd4-b8b3-be1c8fedd67d,2022/03/01,あさお樹庵,あさお樹庵,
ファミリーマート羽咋四柳店,石川県,羽咋市四柳町そ35番地1,羽咋市四柳町そ３５番地１,,0767-66-1657,飲食店営業,有限会社　ブリエ,福島暢浩,七尾市中島町中島丙部29番地1,七尾市中島町中島丙部２９番地１,,0767-66-1657,2022.3.1,2022.3.1,新規,第64215122号,,219,ファミリーマート羽咋四柳店,0767,0767-66-1657,,,,石川県　羽咋市四柳町そ３５番地１,石川県羽咋市四柳町そ３５番地１,,96115,17,17207,四柳町,,2022/03/01,2022/03/01,,,有限会社　ブリエ,福島暢浩,0767-66-1657,七尾市中島町中島丙部２９番地１,石川県七尾市中島町中島丙部２９番地１,,95139,石川県,七尾市,中島町中島,第64215122号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,ファミリマト羽咋四柳店0767-66-16579611517207,f98cdc2a-bd15-4c0c-bf7f-5b1b94e1bd49,有限会社ブリエ95139,e102dc85-dece-4e40-a3d1-fac8fa79623f,55eba1b4-2bfc-445d-984c-d444baa59480,2022/03/01,ファミリーマート羽咋四柳店,ファミリマト羽咋四柳店,有限会社ブリエ
神音　-kanon kaffee-,石川県,羽咋市菅池町カ54,羽咋市菅池町カ５４,,0767-26-1128,飲食店営業,武藤　一樹,,,,,,2022.3.1,2022.3.1,新規,第64215123号,,219,神音　-kanon kaffee-,0767,0767-26-1128,,,,石川県　羽咋市菅池町カ５４,石川県羽咋市菅池町カ５４,,96083,17,17207,菅池町,,2022/03/01,2022/03/01,,,,武藤　一樹 ,,,,,,,,,第64215123号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,神音ｋａｎｏｎｋａｆｆｅｅ0767-26-11289608317207,18b79eb4-766f-49cf-8247-75c4856a4249,,personal,e1f5e2e4-8880-468b-bac1-353c8851c977,2022/03/01,神音　－ｋａｎｏｎ　ｋａｆｆｅｅ－,神音ｋａｎｏｎｋａｆｆｅｅ,
神音　-kanon kaffee-,石川県,羽咋市菅池町カ54,羽咋市菅池町カ５４,,0767-26-1128,菓子製造業,武藤　一樹,,,,,,2022.3.1,2022.3.1,新規,第64215124号,,219,神音　-kanon kaffee-,0767,0767-26-1128,,,,石川県　羽咋市菅池町カ５４,石川県羽咋市菅池町カ５４,,96083,17,17207,菅池町,,2022/03/01,2022/03/01,,,,武藤　一樹 ,,,,,,,,,第64215124号,新規,菓子製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,神音ｋａｎｏｎｋａｆｆｅｅ0767-26-11289608317207,18b79eb4-766f-49cf-8247-75c4856a4249,,personal,e4343da1-67a9-48ca-9e55-a2c5d10dc07b,2022/03/01,神音　－ｋａｎｏｎ　ｋａｆｆｅｅ－,神音ｋａｎｏｎｋａｆｆｅｅ,
